office-id,office-name,booking-date,product-name,article-count,postage,vas,tax,fm-charges,ps-charges,ss-charges,total_amount,avg-weight
11661124,Atreyapuram S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,4,238,10,42,0,0,0,280,635
11661124,Atreyapuram S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,2,545,0,100,0,0,0,645,8515
11660453,Attili S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,4,125,30,24,0,0,0,149,75
11660453,Attili S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,5,610,0,110,0,0,0,720,8102
11660996,Aukiripalli S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,3,94,0,16,0,0,0,110,40
11660996,Aukiripalli S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,4,340,0,60,0,0,0,400,4195
11660997,Autonagar S.O,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,1,68,0,12,0,0,0,80,1130
11660997,Autonagar S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,32,1178,60,206,0,0,552,1384,1295
11660997,Autonagar S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,38,5260,0,954,0,0,0,6214,67705
11360026,Avanigadda H.O,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,2,136,0,24,0,0,0,160,2270
11360026,Avanigadda H.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,24,985,100,180,0,0,0,1165,485
11360026,Avanigadda H.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,8,1070,0,194,0,0,0,1264,19126
11660998,Azitnagar S.O,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,70,2576,50,464,0,0,600,3040,34414
11660998,Azitnagar S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,78,961,30,170,0,0,3080,1131,2062
11660998,Azitnagar S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,29,2305,0,420,0,0,0,2725,23699
11661430,B H P V S.O,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,1,68,0,12,0,0,0,80,1130
11661430,B H P V S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,37,1715,30,304,0,0,0,2019,1760
11661430,B H P V S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,12,2895,0,524,0,0,0,3419,30481
11108813,B S Factory B.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,1,59,0,10,0,0,0,69,220
11660999,Bacon Factory S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,4,248,40,44,0,0,0,292,80
11108224,Badam B.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,1,47,0,8,0,0,0,55,25
11105346,Badampudi B.O,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,1,52,0,10,0,0,0,62,648
