office-id,office-name,booking-date,product-name,article-count,postage,vas,tax,fm-charges,ps-charges,ss-charges,total_amount,avg-weight
11661160,Araku Rs S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,4,189,0,34,0,0,0,223,395
11661360,Arasavilli S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,3,47,0,8,0,0,0,55,240
11102983,Aratlakatta B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,0,0,0,0,0,0,0,30
11660005,Aravindanagar S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,8,188,0,32,0,220,0,220,140
11661072,Ardhaveedu S.O,2026-06-01T00:00:00+05:30,Speed Post Parcel Domestic,3,180,0,34,0,0,0,214,1950
11107492,Arikathota B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,2,48,0,8,0,0,0,56,11
11661428,Arilova S.O,2026-06-01T00:00:00+05:30,Indiapost parcel Retail,2,136,0,24,0,0,0,160,2296
11661428,Arilova S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,11,440,0,80,0,75,0,520,970
11100421,Arimanipenta B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,47,0,8,0,0,0,55,25
11106658,Aripaka B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,47,0,8,0,0,0,55,40
11106044,Arivemula B.O,2026-06-01T00:00:00+05:30,Indiapost parcel Retail,1,52,0,10,0,0,0,62,600
11106659,Arjunagiri B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,47,0,8,0,0,0,55,25
11106661,Arma B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,35,693,0,144,0,0,0,837,700
11660065,Arugonda S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,8,203,70,36,0,0,0,239,155
